id,first_name,second_name,web_name,element_type,team,now_cost,minutes,goals_scored,assists,expected_goals,expected_assists,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,total_points,yellow_cards,red_cards,full_name,position,team_name,cost_millions,minutes_played_flag,goals_per_90,assists_per_90,goal_involvements,goal_involvements_per_90,points_per_million,xg_difference,xa_difference,minutes_share
17,Aaron,Ramsdale,Ramsdale,1,1,45,540,0,0,0.0,0.01,2,5,5.81,9,0,20,0,0,Aaron Ramsdale,Goalkeeper,Arsenal,4.5,Sufficient Sample,0.0,0.0,0,0.0,4.444444444444445,0.0,-0.01,15.789473684210526
18,Rúnar Alex,Rúnarsson,Rúnarsson,1,1,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Rúnar Alex Rúnarsson,Goalkeeper,Arsenal,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
19,Bukayo,Saka,Saka,3,1,88,2922,16,12,15.4,10.9,16,27,25.66,0,29,226,4,0,Bukayo Saka,Midfielder,Arsenal,8.8,Sufficient Sample,0.4928131416837782,0.36960985626283366,28,0.8624229979466118,25.68181818181818,0.5999999999999996,1.0999999999999996,85.43859649122807
20,William,Saliba,Saliba,2,1,59,3420,2,1,1.7,0.9,18,29,28.32,0,13,164,4,0,William Saliba,Defender,Arsenal,5.9,Sufficient Sample,0.05263157894736842,0.02631578947368421,3,0.07894736842105263,27.796610169491522,0.30000000000000004,0.09999999999999998,100.0
22,Emile,Smith Rowe,Smith Rowe,3,1,53,343,0,2,1.86,0.4,3,3,2.1,0,0,25,0,0,Emile Smith Rowe,Midfielder,Arsenal,5.3,Low Sample,0.0,0.5247813411078718,2,0.5247813411078718,4.716981132075472,-1.86,1.6,10.02923976608187
24,Kieran,Tierney,Tierney,2,1,44,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Kieran Tierney,Defender,Arsenal,4.4,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
25,Takehiro,Tomiyasu,Tomiyasu,2,1,45,1140,2,1,1.74,0.68,6,10,14.03,0,4,70,0,1,Takehiro Tomiyasu,Defender,Arsenal,4.5,Sufficient Sample,0.15789473684210528,0.07894736842105264,3,0.2368421052631579,15.555555555555555,0.26,0.31999999999999995,33.33333333333333
26,Leandro,Trossard,Trossard,3,1,66,1633,12,2,8.29,2.96,12,10,13.46,0,11,138,2,0,Leandro Trossard,Midfielder,Arsenal,6.6,Sufficient Sample,0.6613594611145132,0.11022657685241885,14,0.7715860379669319,20.90909090909091,3.710000000000001,-0.96,47.748538011695906
29,Benjamin,White,White,2,1,61,2987,4,5,1.27,3.66,18,26,24.95,0,14,182,8,0,Benjamin White,Defender,Arsenal,6.1,Sufficient Sample,0.12052226314027452,0.15065282892534315,9,0.2711750920656177,29.836065573770494,2.73,1.3399999999999999,87.3391812865497
30,Granit,Xhaka,Xhaka,3,1,60,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Granit Xhaka,Midfielder,Arsenal,6.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
31,Oleksandr,Zinchenko,Zinchenko,2,1,50,1717,1,2,0.6,2.65,9,15,12.33,0,16,104,2,0,Oleksandr Zinchenko,Defender,Arsenal,5.0,Sufficient Sample,0.052417006406523,0.104834012813046,3,0.157251019219569,20.8,0.4,-0.6499999999999999,50.2046783625731
113,David,Raya Martin,Raya,1,1,53,2880,0,0,0.0,0.04,16,24,22.51,46,6,135,2,0,David Raya Martin,Goalkeeper,Arsenal,5.3,Sufficient Sample,0.0,0.0,0,0.0,25.471698113207548,0.0,-0.04,84.21052631578947
540,Declan,Rice,Rice,3,1,55,3225,7,9,3.53,5.09,17,28,27.08,0,17,165,5,0,Declan Rice,Midfielder,Arsenal,5.5,Sufficient Sample,0.19534883720930232,0.2511627906976744,16,0.44651162790697674,30.0,3.47,3.91,94.2982456140351
578,Reiss,Nelson,Nelson,3,1,48,256,0,0,0.18,0.43,1,1,2.18,0,0,16,1,0,Reiss Nelson,Midfielder,Arsenal,4.8,Low Sample,0.0,0.0,0,0.0,3.3333333333333335,-0.18,-0.43,7.485380116959065
585,Jurriën,Timber,J.Timber,2,1,46,70,0,0,0.0,0.02,0,0,0.28,0,0,0,2,0,Jurriën Timber,Defender,Arsenal,4.6,Low Sample,0.0,0.0,0,0.0,0.0,0.0,-0.02,2.046783625730994
646,Karl,Hein,Hein,1,1,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Karl Hein,Goalkeeper,Arsenal,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
735,Charles,Sagoe,Sagoe,3,1,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Charles Sagoe,Midfielder,Arsenal,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
736,Reuell,Walters,Walters,2,1,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Reuell Walters,Defender,Arsenal,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
737,Bradley,Ibrahim,Ibrahim,3,1,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Bradley Ibrahim,Midfielder,Arsenal,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
764,Myles,Lewis-Skelly,Lewis-Skelly,3,1,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Myles Lewis-Skelly,Midfielder,Arsenal,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
772,Ethan,Nwaneri,Nwaneri,3,1,45,13,0,0,0.0,0.05,0,0,0.13,0,0,1,0,0,Ethan Nwaneri,Midfielder,Arsenal,4.5,Low Sample,0.0,0.0,0,0.0,0.2222222222222222,0.0,-0.05,0.38011695906432746
815,Mauro,Bandeira,Bandeira,3,1,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Mauro Bandeira,Midfielder,Arsenal,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
817,James,Sweet,Sweet,2,1,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,James Sweet,Defender,Arsenal,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
32,Alexandre,Moreno Lopera,Alex Moreno,2,2,49,1024,2,0,1.11,0.98,3,20,18.5,0,5,49,2,0,Alexandre Moreno Lopera,Defender,Aston Villa,4.9,Sufficient Sample,0.17578125,0.0,2,0.17578125,10.0,0.8899999999999999,-0.98,29.94152046783626
34,Leon,Bailey,Bailey,3,2,54,2063,10,11,6.29,7.17,5,32,36.17,0,11,148,5,0,Leon Bailey,Midfielder,Aston Villa,5.4,Sufficient Sample,0.43625787687833256,0.4798836645661658,21,0.9161415414444983,27.407407407407405,3.71,3.83,60.32163742690059
35,Emiliano,Buendía Stati,Buendia,3,2,57,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Emiliano Buendía Stati,Midfielder,Aston Villa,5.7,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
36,Matty,Cash,Cash,2,2,45,2138,2,2,4.41,2.47,3,36,36.78,0,4,64,8,0,Matty Cash,Defender,Aston Villa,4.5,Sufficient Sample,0.08419083255378858,0.08419083255378858,4,0.16838166510757716,14.222222222222221,-2.41,-0.4700000000000002,62.514619883040936
37,Calum,Chambers,Chambers,2,2,38,149,0,1,0.0,0.01,0,6,4.89,0,0,6,1,0,Calum Chambers,Defender,Aston Villa,3.8,Low Sample,0.0,0.6040268456375839,1,0.6040268456375839,1.5789473684210527,0.0,0.99,4.35672514619883
38,Philippe,Coutinho Correia,Coutinho,3,2,58,24,0,0,0.15,0.02,0,1,0.68,0,0,2,0,0,Philippe Coutinho Correia,Midfielder,Aston Villa,5.8,Low Sample,0.0,0.0,0,0.0,0.3448275862068966,-0.15,-0.02,0.7017543859649122
39,Keinan,Davis,Davis,4,2,49,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Keinan Davis,Forward,Aston Villa,4.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
40,Leander,Dendoncker,Dendoncker,3,2,49,118,1,1,0.73,0.01,0,3,1.58,0,3,20,0,0,Leander Dendoncker,Midfielder,Aston Villa,4.9,Low Sample,0.7627118644067796,0.7627118644067796,2,1.5254237288135593,4.081632653061225,0.27,0.99,3.4502923976608186
41,Diego Carlos,Santos Silva,Diego Carlos,2,2,44,1809,0,0,1.95,0.35,6,36,33.17,0,1,55,4,0,Diego Carlos Santos Silva,Defender,Aston Villa,4.4,Sufficient Sample,0.0,0.0,0,0.0,12.499999999999998,-1.95,-0.35,52.89473684210526
42,Lucas,Digne,Digne,2,2,46,2405,1,4,0.99,3.49,6,41,41.65,0,5,85,7,0,Lucas Digne,Defender,Aston Villa,4.6,Sufficient Sample,0.037422037422037424,0.1496881496881497,5,0.18711018711018712,18.47826086956522,0.010000000000000009,0.5099999999999998,70.32163742690058
43,Douglas Luiz,Soares de Paulo,Douglas Luiz,3,2,54,2994,9,5,6.69,4.86,6,57,52.79,0,25,148,12,0,Douglas Luiz Soares de Paulo,Midfielder,Aston Villa,5.4,Sufficient Sample,0.27054108216432865,0.15030060120240482,14,0.4208416833667335,27.407407407407405,2.3099999999999996,0.13999999999999968,87.54385964912281
44,Jhon,Durán,Duran,4,2,50,461,5,1,2.04,0.15,0,12,11.16,0,7,50,5,0,Jhon Durán,Forward,Aston Villa,5.0,Sufficient Sample,0.9761388286334057,0.19522776572668116,6,1.1713665943600868,10.0,2.96,0.85,13.479532163742691
45,Kortney,Hause,Hause,2,2,39,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Kortney Hause,Defender,Aston Villa,3.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
46,Tim,Iroegbunam,Iroegbunam,3,2,44,157,0,0,0.0,0.0,0,7,4.95,0,0,10,0,0,Tim Iroegbunam,Midfielder,Aston Villa,4.4,Low Sample,0.0,0.0,0,0.0,2.2727272727272725,0.0,0.0,4.590643274853801
47,Boubacar,Kamara,Kamara,3,2,50,1653,0,1,0.13,1.39,7,22,24.68,0,1,40,7,1,Boubacar Kamara,Midfielder,Aston Villa,5.0,Sufficient Sample,0.0,0.0544464609800363,1,0.0544464609800363,8.0,-0.13,-0.3899999999999999,48.333333333333336
48,Ezri,Konsa Ngoyo,Konsa,2,2,45,3069,1,1,2.56,1.01,7,54,52.28,0,7,91,5,0,Ezri Konsa Ngoyo,Defender,Aston Villa,4.5,Sufficient Sample,0.029325513196480937,0.029325513196480937,2,0.05865102639296187,20.22222222222222,-1.56,-0.010000000000000009,89.73684210526316
49,Emiliano,Martínez Romero,Martinez,1,2,52,3015,0,0,0.0,0.01,8,48,49.87,95,19,115,4,0,Emiliano Martínez Romero,Goalkeeper,Aston Villa,5.2,Sufficient Sample,0.0,0.0,0,0.0,22.115384615384613,0.0,-0.01,88.1578947368421
50,John,McGinn,McGinn,3,2,53,3000,6,5,5.01,4.99,7,54,49.85,0,9,119,9,1,John McGinn,Midfielder,Aston Villa,5.3,Sufficient Sample,0.18,0.15,11,0.32999999999999996,22.452830188679247,0.9900000000000002,0.009999999999999787,87.71929824561403
51,Tyrone,Mings,Mings,2,2,41,30,0,0,0.01,0.16,0,2,1.08,0,0,0,0,0,Tyrone Mings,Defender,Aston Villa,4.1,Low Sample,0.0,0.0,0,0.0,0.0,-0.01,-0.16,0.8771929824561403
53,Robin,Olsen,Olsen,1,2,39,405,0,0,0.0,0.0,0,13,10.03,21,3,17,0,0,Robin Olsen,Goalkeeper,Aston Villa,3.9,Low Sample,0.0,0.0,0,0.0,4.3589743589743595,0.0,0.0,11.842105263157894
54,Jaden,Philogene-Bidace,Philogene,3,2,45,3,0,0,0.0,0.0,0,1,0.65,0,0,1,0,0,Jaden Philogene-Bidace,Midfielder,Aston Villa,4.5,Low Sample,0.0,0.0,0,0.0,0.2222222222222222,0.0,0.0,0.08771929824561403
55,Jacob,Ramsey,J.Ramsey,3,2,59,848,1,1,2.09,1.38,0,12,12.85,0,0,29,2,0,Jacob Ramsey,Midfielder,Aston Villa,5.9,Sufficient Sample,0.1061320754716981,0.1061320754716981,2,0.2122641509433962,4.915254237288135,-1.0899999999999999,-0.3799999999999999,24.795321637426902
56,Morgan,Sanson,Sanson,3,2,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Morgan Sanson,Midfielder,Aston Villa,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
57,Viljami,Sinisalo,Sinisalo,1,2,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Viljami Sinisalo,Goalkeeper,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
58,Youri,Tielemans,Tielemans,3,2,56,1613,2,6,1.24,1.98,4,27,31.07,0,2,77,3,0,Youri Tielemans,Midfielder,Aston Villa,5.6,Sufficient Sample,0.1115933044017359,0.3347799132052077,8,0.4463732176069436,13.75,0.76,4.02,47.16374269005848
59,Bertrand,Traoré,Bertrand Traoré,3,2,50,10,0,0,0.0,0.0,0,0,0.77,0,0,2,0,0,Bertrand Traoré,Midfielder,Aston Villa,5.0,Low Sample,0.0,0.0,0,0.0,0.4,0.0,0.0,0.29239766081871343
60,Ollie,Watkins,Watkins,4,2,89,3222,19,18,16.74,4.02,7,56,55.05,0,29,228,4,0,Ollie Watkins,Forward,Aston Villa,8.9,Sufficient Sample,0.5307262569832403,0.5027932960893855,37,1.0335195530726258,25.617977528089888,2.2600000000000016,13.98,94.21052631578948
61,Wesley,Moraes Ferreira da Silva,Wesley,4,2,50,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Wesley Moraes Ferreira da Silva,Forward,Aston Villa,5.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
584,Pau,Torres,Pau,2,2,46,2462,2,0,0.96,0.71,6,37,40.0,0,4,85,1,0,Pau Torres,Defender,Aston Villa,4.6,Sufficient Sample,0.07311129163281885,0.0,2,0.07311129163281885,18.47826086956522,1.04,-0.71,71.98830409356725
599,Moussa,Diaby,Diaby,3,2,63,2168,6,11,7.4,4.24,8,40,35.75,0,10,142,1,0,Moussa Diaby,Midfielder,Aston Villa,6.3,Sufficient Sample,0.24907749077490776,0.45664206642066424,17,0.705719557195572,22.53968253968254,-1.4000000000000004,6.76,63.39181286549708
618,Omari,Kellyman,Kellyman,3,2,45,35,0,0,0.04,0.0,0,1,1.03,0,0,2,0,0,Omari Kellyman,Midfielder,Aston Villa,4.5,Low Sample,0.0,0.0,0,0.0,0.4444444444444444,-0.04,0.0,1.023391812865497
670,Filip,Marschall,Marschall,1,2,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Filip Marschall,Goalkeeper,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
672,Nicolò,Zaniolo,Zaniolo,3,2,54,824,2,0,2.67,0.7,2,13,14.17,0,0,34,7,0,Nicolò Zaniolo,Midfielder,Aston Villa,5.4,Sufficient Sample,0.2184466019417476,0.0,2,0.2184466019417476,6.296296296296296,-0.6699999999999999,-0.7,24.09356725146199
686,Oliwier,Zych,Zych,1,2,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Oliwier Zych,Goalkeeper,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
699,Clément,Lenglet,Lenglet,2,2,45,1153,0,1,0.81,0.52,2,27,23.45,0,0,24,3,0,Clément Lenglet,Defender,Aston Villa,4.5,Sufficient Sample,0.0,0.07805724197745012,1,0.07805724197745012,5.333333333333333,-0.81,0.48,33.71345029239766
765,Sam,Proctor,Proctor,1,2,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Sam Proctor,Goalkeeper,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
767,Tommi,O'Reilly,O'Reilly,3,2,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Tommi O'Reilly,Midfielder,Aston Villa,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
778,James,Wright,Wright,1,2,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,James Wright,Goalkeeper,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
793,Kaine,Kesler-Hayden,Kesler-Hayden,2,2,40,5,0,0,0.0,0.0,0,0,0.11,0,0,3,0,0,Kaine Kesler-Hayden,Defender,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.75,0.0,0.0,0.14619883040935672
803,Morgan,Rogers,Rogers,3,2,50,636,3,1,1.35,0.33,2,13,14.55,0,0,35,3,0,Morgan Rogers,Midfielder,Aston Villa,5.0,Sufficient Sample,0.42452830188679247,0.14150943396226415,4,0.5660377358490566,7.0,1.65,0.6699999999999999,18.596491228070175
818,Joe,Gauci,Gauci,1,2,39,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Joe Gauci,Goalkeeper,Aston Villa,3.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
854,Finley,Munroe,Munroe,2,2,40,3,0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,Finley Munroe,Defender,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.25,0.0,0.0,0.08771929824561403
865,Kadan,Young,Young,3,2,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Kadan Young,Midfielder,Aston Villa,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
866,Lander,Emery,Emery,1,2,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Lander Emery,Goalkeeper,Aston Villa,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
62,Jaidon,Anthony,Anthony,3,3,49,151,0,0,0.07,0.02,0,5,4.44,0,0,3,1,0,Jaidon Anthony,Midfielder,Bournemouth,4.9,Low Sample,0.0,0.0,0,0.0,0.6122448979591836,-0.07,-0.02,4.415204678362573
63,Philip,Billing,Billing,3,3,51,1385,2,3,2.53,2.11,2,36,29.25,0,3,60,3,1,Philip Billing,Midfielder,Bournemouth,5.1,Sufficient Sample,0.1299638989169675,0.19494584837545126,5,0.3249097472924188,11.764705882352942,-0.5299999999999998,0.8900000000000001,40.49707602339181
64,David,Brooks,Brooks,3,3,47,271,1,1,2.45,0.47,0,7,6.08,0,2,23,1,0,David Brooks,Midfielder,Bournemouth,4.7,Low Sample,0.33210332103321033,0.33210332103321033,2,0.6642066420664207,4.8936170212765955,-1.4500000000000002,0.53,7.923976608187135
65,Ryan,Christie,Christie,3,3,50,2908,0,5,2.49,5.37,8,56,48.61,0,5,90,6,0,Ryan Christie,Midfielder,Bournemouth,5.0,Sufficient Sample,0.0,0.1547455295735901,5,0.1547455295735901,18.0,-2.49,-0.3700000000000001,85.02923976608187
66,Lewis,Cook,L.Cook,3,3,48,2787,0,3,0.42,2.92,8,51,50.3,0,5,77,5,1,Lewis Cook,Midfielder,Bournemouth,4.8,Sufficient Sample,0.0,0.09687836383207751,3,0.09687836383207751,16.041666666666668,-0.42,0.08000000000000007,81.49122807017544
67,Siriki,Dembélé,Siriki,3,3,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Siriki Dembélé,Midfielder,Bournemouth,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
68,Ryan,Fredericks,Fredericks,2,3,43,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ryan Fredericks,Defender,Bournemouth,4.3,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
69,James,Hill,Hill,2,3,40,74,0,0,0.0,0.01,0,1,1.34,0,0,5,0,0,James Hill,Defender,Bournemouth,4.0,Low Sample,0.0,0.0,0,0.0,1.25,0.0,-0.01,2.1637426900584797
70,Lloyd,Kelly,Kelly,2,3,45,1553,0,1,0.34,0.77,4,32,25.04,0,5,48,2,0,Lloyd Kelly,Defender,Bournemouth,4.5,Sufficient Sample,0.0,0.05795235028976175,1,0.05795235028976175,10.666666666666666,-0.34,0.22999999999999998,45.409356725146196
71,Gavin,Kilkenny,Kilkenny,3,3,43,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Gavin Kilkenny,Midfielder,Bournemouth,4.3,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
72,Justin,Kluivert,Kluivert,3,3,46,1910,7,1,5.76,1.68,11,23,30.07,0,2,100,5,0,Justin Kluivert,Midfielder,Bournemouth,4.6,Sufficient Sample,0.3298429319371728,0.04712041884816754,8,0.3769633507853403,21.73913043478261,1.2400000000000002,-0.6799999999999999,55.84795321637427
73,Jamal,Lowe,Lowe,3,3,49,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Jamal Lowe,Midfielder,Bournemouth,4.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
74,Emiliano,Marcondes,Marcondes,3,3,43,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Emiliano Marcondes,Midfielder,Bournemouth,4.3,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
75,Chris,Mepham,Mepham,2,3,43,613,0,1,0.09,0.17,1,16,10.34,0,0,16,2,0,Chris Mepham,Defender,Bournemouth,4.3,Sufficient Sample,0.0,0.1468189233278956,1,0.1468189233278956,3.7209302325581395,-0.09,0.83,17.923976608187132
76,Kieffer,Moore,Moore,4,3,46,100,1,0,1.44,0.33,0,2,2.26,0,2,14,0,0,Kieffer Moore,Forward,Bournemouth,4.6,Low Sample,0.8999999999999999,0.0,1,0.8999999999999999,3.0434782608695654,-0.43999999999999995,-0.33,2.923976608187134
77,Norberto,Murara Neto,Neto,1,3,46,2880,0,0,0.0,0.01,7,55,49.66,113,14,110,5,0,Norberto Murara Neto,Goalkeeper,Bournemouth,4.6,Sufficient Sample,0.0,0.0,0,0.0,23.91304347826087,0.0,-0.01,84.21052631578947
78,Dango,Ouattara,O.Dango,3,3,47,1214,1,2,2.65,1.1,5,24,21.13,0,3,56,3,0,Dango Ouattara,Midfielder,Bournemouth,4.7,Sufficient Sample,0.07413509060955518,0.14827018121911037,3,0.22240527182866557,11.914893617021276,-1.65,0.8999999999999999,35.49707602339181
79,Ben,Pearson,Pearson,3,3,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ben Pearson,Midfielder,Bournemouth,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
80,Darren,Randolph,Randolph,1,3,39,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Darren Randolph,Goalkeeper,Bournemouth,3.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
